Product Id,Name,Description,Price,Link
5800482,U.S. POLO ASSN.,Men Blue Mid Rise Brandon Slim Tapered Fit Rinsed Jeans,"₹1,800",https://www.nykaafashion.com/u-s-polo-assn-men-blue-mid-rise-brandon-slim-tapered-fit-rinsed-jeans/p/5800482
2175712,Urbano Fashion,Men Light Blue Slim Fit Washed Jeans Stretchable,₹880,https://www.nykaafashion.com/urbano-fashion-men-light-blue-slim-fit-washed-jeans-stretchable-1/p/2175712
12610198,Levi's,Men's 511 Mid Blue Slim Fit Faded Jeans,"₹2,640",https://www.nykaafashion.com/levi-s-men-s-511-mid-blue-slim-fit-faded-jeans/p/12610198
10488966,Spykar,Limited Edition Mid Blue Premium Stretchable Rover Denim For Men,"₹1,800",https://www.nykaafashion.com/spykar-limited-edition-mid-blue-premium-stretchable-rover-denim-for-men/p/10488966
8329252,Louis Philippe,Navy Jeans,"₹1,770",https://www.nykaafashion.com/louis-philippe-navy-jeans/p/8329252
11967887,Styli,Rinse Wash Balloon Fit Jeans Blue,"₹1,335",https://www.nykaafashion.com/styli-rinse-wash-balloon-fit-jeans-blue/p/11967887
13389437,Jack & Jones,Navy Blue Slim Fit Stretch Jeans,"₹1,050",https://www.nykaafashion.com/jack-jones-navy-blue-slim-fit-stretch-jeans/p/13389437
5800487,U.S. POLO ASSN.,Men Blue Mid Rise Rinsed Jeans,"₹1,800",https://www.nykaafashion.com/u-s-polo-assn-men-blue-mid-rise-rinsed-jeans/p/5800487
12610225,Levi's,Men's 512 Dark Blue Slim Tapered Fit Jeans,"₹3,190",https://www.nykaafashion.com/levi-s-men-s-512-dark-blue-slim-tapered-fit-jeans/p/12610225
5678061,Campus Sutra,Men Solid Stylish Casual Denim Jeans,₹792,https://www.nykaafashion.com/campus-sutra-men-solid-stylish-casual-denim-jeans/p/5678061
6532003,Campus Sutra,Men Solid Stylish Casual Denim Jeans,₹770,https://www.nykaafashion.com/campus-sutra-men-solid-stylish-casual-denim-jeans/p/6532003
13682821,Off Duty India,Khaki Baggy Fit Straight Leg Jeans Khaki,"₹1,650",https://www.nykaafashion.com/off-duty-india-khaki-solid-mid-waist-slant-pocket-wide-leg-jeans/p/13682821
8952685,Spykar,Men Mid Blue Cotton Regular Fit Narrow Length Jeans,"₹1,806",https://www.nykaafashion.com/spykar-men-mid-blue-cotton-regular-fit-narrow-length-jeans/p/8952685
13188927,American Eagle,Men Blue Relaxed Straight Jeans,"₹3,225",https://www.nykaafashion.com/american-eagle-men-blue-relaxed-straight-jeans/p/13188927
9279986,U.S. Polo Assn. Denim Co.,Brandon Slim Tapered Fit Jeans,"₹2,244",https://www.nykaafashion.com/u-s-polo-assn-denim-co-brandon-slim-tapered-fit-jeans/p/9279986
13389445,Jack & Jones,Navy Blue Regular Fit Non Stretch Jeans,₹880,https://www.nykaafashion.com/jack-jones-navy-blue-regular-fit-non-stretch-jeans/p/13389445
13291882,Levi's,Men Slim Fit Jeans,"₹1,760",https://www.nykaafashion.com/levi-s-men-slim-fit-jeans/p/13291882
12726233,Styli,Cotton Stretch Balloon Fit Jeans,"₹1,122",https://www.nykaafashion.com/styli-cotton-stretch-balloon-fit-jeans/p/12726233
13094590,U.S. POLO ASSN.,Stone Wash Connor Bootcut Jeans,"₹2,590",https://www.nykaafashion.com/u-s-polo-assn-stone-wash-connor-bootcut-jeans/p/13094590
13316231,Campus Sutra,Mens Light Blue Utility Cargo Denim Jeans,"₹1,260",https://www.nykaafashion.com/campus-sutra-mens-light-blue-utility-cargo-denim-jeans/p/13316231
9741754,Kazo,Slim Fit Rugged Denim Blue,"₹2,184",https://www.nykaafashion.com/kazo-slim-fit-rugged-denim-blue/p/9741754
10356781,Louis Philippe,Men Black Dark Slim Fit Jeans,"₹1,770",https://www.nykaafashion.com/louis-philippe-men-black-dark-slim-fit-jeans/p/10356781
14387369,UNSIZED,Men Grey Solid Mid Waist Jeans,"₹3,299",https://www.nykaafashion.com/unsized-men-grey-solid-mid-waist-jeans/p/14387369
11967888,Styli,Balloon Fit Jeans With Pocket Construct Blue,"₹1,699",https://www.nykaafashion.com/styli-balloon-fit-jeans-with-pocket-construct-blue/p/11967888
13389419,Jack & Jones,Lt. Blue Slim Fit Stretch Jeans,₹920,https://www.nykaafashion.com/jack-jones-lt-blue-slim-fit-stretch-jeans/p/13389419
13795188,American Eagle,Men Grey Airflex+ Athletic Straight Jeans,"₹4,999",https://www.nykaafashion.com/american-eagle-men-blue-airflex-skinny-jean/p/13795188
12094162,Cantabil,Men Black Jeans,"₹1,200",https://www.nykaafashion.com/cantabil-men-black-jeans/p/12094162
13682825,Off Duty India,Brown Baggy Fit Straight Leg Jeans Brown,"₹1,650",https://www.nykaafashion.com/off-duty-india-brown-solid-mid-waist-basic-4-pocket-straight-leg-jeans/p/13682825
5800482,U.S. POLO ASSN.,Men Blue Mid Rise Brandon Slim Tapered Fit Rinsed Jeans,"₹1,800",https://www.nykaafashion.com/u-s-polo-assn-men-blue-mid-rise-brandon-slim-tapered-fit-rinsed-jeans/p/5800482
2175712,Urbano Fashion,Men Light Blue Slim Fit Washed Jeans Stretchable,₹880,https://www.nykaafashion.com/urbano-fashion-men-light-blue-slim-fit-washed-jeans-stretchable-1/p/2175712
12610198,Levi's,Men's 511 Mid Blue Slim Fit Faded Jeans,"₹2,640",https://www.nykaafashion.com/levi-s-men-s-511-mid-blue-slim-fit-faded-jeans/p/12610198
10488966,Spykar,Limited Edition Mid Blue Premium Stretchable Rover Denim For Men,"₹1,800",https://www.nykaafashion.com/spykar-limited-edition-mid-blue-premium-stretchable-rover-denim-for-men/p/10488966
8329252,Louis Philippe,Navy Jeans,"₹1,770",https://www.nykaafashion.com/louis-philippe-navy-jeans/p/8329252
11967887,Styli,Rinse Wash Balloon Fit Jeans Blue,"₹1,335",https://www.nykaafashion.com/styli-rinse-wash-balloon-fit-jeans-blue/p/11967887
13389437,Jack & Jones,Navy Blue Slim Fit Stretch Jeans,"₹1,050",https://www.nykaafashion.com/jack-jones-navy-blue-slim-fit-stretch-jeans/p/13389437
5800487,U.S. POLO ASSN.,Men Blue Mid Rise Rinsed Jeans,"₹1,800",https://www.nykaafashion.com/u-s-polo-assn-men-blue-mid-rise-rinsed-jeans/p/5800487
12610225,Levi's,Men's 512 Dark Blue Slim Tapered Fit Jeans,"₹3,190",https://www.nykaafashion.com/levi-s-men-s-512-dark-blue-slim-tapered-fit-jeans/p/12610225
5678061,Campus Sutra,Men Solid Stylish Casual Denim Jeans,₹792,https://www.nykaafashion.com/campus-sutra-men-solid-stylish-casual-denim-jeans/p/5678061
6532003,Campus Sutra,Men Solid Stylish Casual Denim Jeans,₹770,https://www.nykaafashion.com/campus-sutra-men-solid-stylish-casual-denim-jeans/p/6532003
13682821,Off Duty India,Khaki Baggy Fit Straight Leg Jeans Khaki,"₹1,650",https://www.nykaafashion.com/off-duty-india-khaki-solid-mid-waist-slant-pocket-wide-leg-jeans/p/13682821
8952685,Spykar,Men Mid Blue Cotton Regular Fit Narrow Length Jeans,"₹1,806",https://www.nykaafashion.com/spykar-men-mid-blue-cotton-regular-fit-narrow-length-jeans/p/8952685
13188927,American Eagle,Men Blue Relaxed Straight Jeans,"₹3,225",https://www.nykaafashion.com/american-eagle-men-blue-relaxed-straight-jeans/p/13188927
9279986,U.S. Polo Assn. Denim Co.,Brandon Slim Tapered Fit Jeans,"₹2,244",https://www.nykaafashion.com/u-s-polo-assn-denim-co-brandon-slim-tapered-fit-jeans/p/9279986
13389445,Jack & Jones,Navy Blue Regular Fit Non Stretch Jeans,₹880,https://www.nykaafashion.com/jack-jones-navy-blue-regular-fit-non-stretch-jeans/p/13389445
13291882,Levi's,Men Slim Fit Jeans,"₹1,760",https://www.nykaafashion.com/levi-s-men-slim-fit-jeans/p/13291882
12726233,Styli,Cotton Stretch Balloon Fit Jeans,"₹1,122",https://www.nykaafashion.com/styli-cotton-stretch-balloon-fit-jeans/p/12726233
13094590,U.S. POLO ASSN.,Stone Wash Connor Bootcut Jeans,"₹2,590",https://www.nykaafashion.com/u-s-polo-assn-stone-wash-connor-bootcut-jeans/p/13094590
13316231,Campus Sutra,Mens Light Blue Utility Cargo Denim Jeans,"₹1,260",https://www.nykaafashion.com/campus-sutra-mens-light-blue-utility-cargo-denim-jeans/p/13316231
13682830,Off Duty India,Light Blue Craftsman Cargo Jeans Light Blue,"₹1,999",https://www.nykaafashion.com/off-duty-india-blue-solid-mid-waist-cargo-pocket-wide-leg-jeans/p/13682830
13291470,American Eagle,Men Blue Airflex Slim Straight Jean,"₹2,400",https://www.nykaafashion.com/american-eagle-men-blue-airflex-slim-straight-jean/p/13291470
7015862,Spykar,Light Blue Cotton Slim Fit Tapered Length Jeans for Men (kano),"₹1,989",https://www.nykaafashion.com/spykar-light-blue-cotton-slim-fit-tapered-length-jeans-for-men-kano/p/7015862
14365129,Thomas Scott,Men Classic Regular Fit Stretchable Jeans,"₹1,645",https://www.nykaafashion.com/thomas-scott-men-classic-regular-fit-stretchable-jeans/p/14365129
13389419,Jack & Jones,Lt. Blue Slim Fit Stretch Jeans,₹920,https://www.nykaafashion.com/jack-jones-lt-blue-slim-fit-stretch-jeans/p/13389419
13795188,American Eagle,Men Grey Airflex+ Athletic Straight Jeans,"₹4,999",https://www.nykaafashion.com/american-eagle-men-blue-airflex-skinny-jean/p/13795188
12094162,Cantabil,Men Black Jeans,"₹1,200",https://www.nykaafashion.com/cantabil-men-black-jeans/p/12094162
13682825,Off Duty India,Brown Baggy Fit Straight Leg Jeans Brown,"₹1,650",https://www.nykaafashion.com/off-duty-india-brown-solid-mid-waist-basic-4-pocket-straight-leg-jeans/p/13682825
5800482,U.S. POLO ASSN.,Men Blue Mid Rise Brandon Slim Tapered Fit Rinsed Jeans,"₹1,800",https://www.nykaafashion.com/u-s-polo-assn-men-blue-mid-rise-brandon-slim-tapered-fit-rinsed-jeans/p/5800482
2175712,Urbano Fashion,Men Light Blue Slim Fit Washed Jeans Stretchable,₹880,https://www.nykaafashion.com/urbano-fashion-men-light-blue-slim-fit-washed-jeans-stretchable-1/p/2175712
12610198,Levi's,Men's 511 Mid Blue Slim Fit Faded Jeans,"₹2,640",https://www.nykaafashion.com/levi-s-men-s-511-mid-blue-slim-fit-faded-jeans/p/12610198
10488966,Spykar,Limited Edition Mid Blue Premium Stretchable Rover Denim For Men,"₹1,800",https://www.nykaafashion.com/spykar-limited-edition-mid-blue-premium-stretchable-rover-denim-for-men/p/10488966
8329252,Louis Philippe,Navy Jeans,"₹1,770",https://www.nykaafashion.com/louis-philippe-navy-jeans/p/8329252
11967887,Styli,Rinse Wash Balloon Fit Jeans Blue,"₹1,335",https://www.nykaafashion.com/styli-rinse-wash-balloon-fit-jeans-blue/p/11967887
13389437,Jack & Jones,Navy Blue Slim Fit Stretch Jeans,"₹1,050",https://www.nykaafashion.com/jack-jones-navy-blue-slim-fit-stretch-jeans/p/13389437
5800487,U.S. POLO ASSN.,Men Blue Mid Rise Rinsed Jeans,"₹1,800",https://www.nykaafashion.com/u-s-polo-assn-men-blue-mid-rise-rinsed-jeans/p/5800487
12610225,Levi's,Men's 512 Dark Blue Slim Tapered Fit Jeans,"₹3,190",https://www.nykaafashion.com/levi-s-men-s-512-dark-blue-slim-tapered-fit-jeans/p/12610225
5678061,Campus Sutra,Men Solid Stylish Casual Denim Jeans,₹792,https://www.nykaafashion.com/campus-sutra-men-solid-stylish-casual-denim-jeans/p/5678061
6532003,Campus Sutra,Men Solid Stylish Casual Denim Jeans,₹770,https://www.nykaafashion.com/campus-sutra-men-solid-stylish-casual-denim-jeans/p/6532003
13682821,Off Duty India,Khaki Baggy Fit Straight Leg Jeans Khaki,"₹1,650",https://www.nykaafashion.com/off-duty-india-khaki-solid-mid-waist-slant-pocket-wide-leg-jeans/p/13682821
8952685,Spykar,Men Mid Blue Cotton Regular Fit Narrow Length Jeans,"₹1,806",https://www.nykaafashion.com/spykar-men-mid-blue-cotton-regular-fit-narrow-length-jeans/p/8952685
13188927,American Eagle,Men Blue Relaxed Straight Jeans,"₹3,225",https://www.nykaafashion.com/american-eagle-men-blue-relaxed-straight-jeans/p/13188927
9279986,U.S. Polo Assn. Denim Co.,Brandon Slim Tapered Fit Jeans,"₹2,244",https://www.nykaafashion.com/u-s-polo-assn-denim-co-brandon-slim-tapered-fit-jeans/p/9279986
13389445,Jack & Jones,Navy Blue Regular Fit Non Stretch Jeans,₹880,https://www.nykaafashion.com/jack-jones-navy-blue-regular-fit-non-stretch-jeans/p/13389445
13291882,Levi's,Men Slim Fit Jeans,"₹1,760",https://www.nykaafashion.com/levi-s-men-slim-fit-jeans/p/13291882
12726233,Styli,Cotton Stretch Balloon Fit Jeans,"₹1,122",https://www.nykaafashion.com/styli-cotton-stretch-balloon-fit-jeans/p/12726233
13094590,U.S. POLO ASSN.,Stone Wash Connor Bootcut Jeans,"₹2,590",https://www.nykaafashion.com/u-s-polo-assn-stone-wash-connor-bootcut-jeans/p/13094590
13316231,Campus Sutra,Mens Light Blue Utility Cargo Denim Jeans,"₹1,260",https://www.nykaafashion.com/campus-sutra-mens-light-blue-utility-cargo-denim-jeans/p/13316231
13682830,Off Duty India,Light Blue Craftsman Cargo Jeans Light Blue,"₹1,999",https://www.nykaafashion.com/off-duty-india-blue-solid-mid-waist-cargo-pocket-wide-leg-jeans/p/13682830
13291470,American Eagle,Men Blue Airflex Slim Straight Jean,"₹2,400",https://www.nykaafashion.com/american-eagle-men-blue-airflex-slim-straight-jean/p/13291470
7015862,Spykar,Light Blue Cotton Slim Fit Tapered Length Jeans for Men (kano),"₹1,989",https://www.nykaafashion.com/spykar-light-blue-cotton-slim-fit-tapered-length-jeans-for-men-kano/p/7015862
14365129,Thomas Scott,Men Classic Regular Fit Stretchable Jeans,"₹1,645",https://www.nykaafashion.com/thomas-scott-men-classic-regular-fit-stretchable-jeans/p/14365129
5800482,U.S. POLO ASSN.,Men Blue Mid Rise Brandon Slim Tapered Fit Rinsed Jeans,"₹1,800",https://www.nykaafashion.com/u-s-polo-assn-men-blue-mid-rise-brandon-slim-tapered-fit-rinsed-jeans/p/5800482
2175712,Urbano Fashion,Men Light Blue Slim Fit Washed Jeans Stretchable,₹880,https://www.nykaafashion.com/urbano-fashion-men-light-blue-slim-fit-washed-jeans-stretchable-1/p/2175712
12610198,Levi's,Men's 511 Mid Blue Slim Fit Faded Jeans,"₹2,640",https://www.nykaafashion.com/levi-s-men-s-511-mid-blue-slim-fit-faded-jeans/p/12610198
10488966,Spykar,Limited Edition Mid Blue Premium Stretchable Rover Denim For Men,"₹1,800",https://www.nykaafashion.com/spykar-limited-edition-mid-blue-premium-stretchable-rover-denim-for-men/p/10488966
8329252,Louis Philippe,Navy Jeans,"₹1,770",https://www.nykaafashion.com/louis-philippe-navy-jeans/p/8329252
11967887,Styli,Rinse Wash Balloon Fit Jeans Blue,"₹1,335",https://www.nykaafashion.com/styli-rinse-wash-balloon-fit-jeans-blue/p/11967887
13389437,Jack & Jones,Navy Blue Slim Fit Stretch Jeans,"₹1,050",https://www.nykaafashion.com/jack-jones-navy-blue-slim-fit-stretch-jeans/p/13389437
5800487,U.S. POLO ASSN.,Men Blue Mid Rise Rinsed Jeans,"₹1,800",https://www.nykaafashion.com/u-s-polo-assn-men-blue-mid-rise-rinsed-jeans/p/5800487
12610225,Levi's,Men's 512 Dark Blue Slim Tapered Fit Jeans,"₹3,190",https://www.nykaafashion.com/levi-s-men-s-512-dark-blue-slim-tapered-fit-jeans/p/12610225
5678061,Campus Sutra,Men Solid Stylish Casual Denim Jeans,₹792,https://www.nykaafashion.com/campus-sutra-men-solid-stylish-casual-denim-jeans/p/5678061
6532003,Campus Sutra,Men Solid Stylish Casual Denim Jeans,₹770,https://www.nykaafashion.com/campus-sutra-men-solid-stylish-casual-denim-jeans/p/6532003
13682821,Off Duty India,Khaki Baggy Fit Straight Leg Jeans Khaki,"₹1,650",https://www.nykaafashion.com/off-duty-india-khaki-solid-mid-waist-slant-pocket-wide-leg-jeans/p/13682821
8952685,Spykar,Men Mid Blue Cotton Regular Fit Narrow Length Jeans,"₹1,806",https://www.nykaafashion.com/spykar-men-mid-blue-cotton-regular-fit-narrow-length-jeans/p/8952685
13188927,American Eagle,Men Blue Relaxed Straight Jeans,"₹3,225",https://www.nykaafashion.com/american-eagle-men-blue-relaxed-straight-jeans/p/13188927
9279986,U.S. Polo Assn. Denim Co.,Brandon Slim Tapered Fit Jeans,"₹2,244",https://www.nykaafashion.com/u-s-polo-assn-denim-co-brandon-slim-tapered-fit-jeans/p/9279986
13389445,Jack & Jones,Navy Blue Regular Fit Non Stretch Jeans,₹880,https://www.nykaafashion.com/jack-jones-navy-blue-regular-fit-non-stretch-jeans/p/13389445
13291882,Levi's,Men Slim Fit Jeans,"₹1,760",https://www.nykaafashion.com/levi-s-men-slim-fit-jeans/p/13291882
12726233,Styli,Cotton Stretch Balloon Fit Jeans,"₹1,122",https://www.nykaafashion.com/styli-cotton-stretch-balloon-fit-jeans/p/12726233
13094590,U.S. POLO ASSN.,Stone Wash Connor Bootcut Jeans,"₹2,590",https://www.nykaafashion.com/u-s-polo-assn-stone-wash-connor-bootcut-jeans/p/13094590
13316231,Campus Sutra,Mens Light Blue Utility Cargo Denim Jeans,"₹1,260",https://www.nykaafashion.com/campus-sutra-mens-light-blue-utility-cargo-denim-jeans/p/13316231
13682830,Off Duty India,Light Blue Craftsman Cargo Jeans Light Blue,"₹1,999",https://www.nykaafashion.com/off-duty-india-blue-solid-mid-waist-cargo-pocket-wide-leg-jeans/p/13682830
13291470,American Eagle,Men Blue Airflex Slim Straight Jean,"₹2,400",https://www.nykaafashion.com/american-eagle-men-blue-airflex-slim-straight-jean/p/13291470
7015862,Spykar,Light Blue Cotton Slim Fit Tapered Length Jeans for Men (kano),"₹1,989",https://www.nykaafashion.com/spykar-light-blue-cotton-slim-fit-tapered-length-jeans-for-men-kano/p/7015862
14365129,Thomas Scott,Men Classic Regular Fit Stretchable Jeans,"₹1,645",https://www.nykaafashion.com/thomas-scott-men-classic-regular-fit-stretchable-jeans/p/14365129
8329252,Louis Philippe,Navy Jeans,"₹1,770",https://www.nykaafashion.com/louis-philippe-navy-jeans/p/8329252
11967887,Styli,Rinse Wash Balloon Fit Jeans Blue,"₹1,335",https://www.nykaafashion.com/styli-rinse-wash-balloon-fit-jeans-blue/p/11967887
13389437,Jack & Jones,Navy Blue Slim Fit Stretch Jeans,"₹1,050",https://www.nykaafashion.com/jack-jones-navy-blue-slim-fit-stretch-jeans/p/13389437
5800487,U.S. POLO ASSN.,Men Blue Mid Rise Rinsed Jeans,"₹1,800",https://www.nykaafashion.com/u-s-polo-assn-men-blue-mid-rise-rinsed-jeans/p/5800487
12610225,Levi's,Men's 512 Dark Blue Slim Tapered Fit Jeans,"₹3,190",https://www.nykaafashion.com/levi-s-men-s-512-dark-blue-slim-tapered-fit-jeans/p/12610225
5678061,Campus Sutra,Men Solid Stylish Casual Denim Jeans,₹792,https://www.nykaafashion.com/campus-sutra-men-solid-stylish-casual-denim-jeans/p/5678061
6532003,Campus Sutra,Men Solid Stylish Casual Denim Jeans,₹770,https://www.nykaafashion.com/campus-sutra-men-solid-stylish-casual-denim-jeans/p/6532003
13682821,Off Duty India,Khaki Baggy Fit Straight Leg Jeans Khaki,"₹1,650",https://www.nykaafashion.com/off-duty-india-khaki-solid-mid-waist-slant-pocket-wide-leg-jeans/p/13682821
8952685,Spykar,Men Mid Blue Cotton Regular Fit Narrow Length Jeans,"₹1,806",https://www.nykaafashion.com/spykar-men-mid-blue-cotton-regular-fit-narrow-length-jeans/p/8952685
13188927,American Eagle,Men Blue Relaxed Straight Jeans,"₹3,225",https://www.nykaafashion.com/american-eagle-men-blue-relaxed-straight-jeans/p/13188927
9279986,U.S. Polo Assn. Denim Co.,Brandon Slim Tapered Fit Jeans,"₹2,244",https://www.nykaafashion.com/u-s-polo-assn-denim-co-brandon-slim-tapered-fit-jeans/p/9279986
13389445,Jack & Jones,Navy Blue Regular Fit Non Stretch Jeans,₹880,https://www.nykaafashion.com/jack-jones-navy-blue-regular-fit-non-stretch-jeans/p/13389445
13291882,Levi's,Men Slim Fit Jeans,"₹1,760",https://www.nykaafashion.com/levi-s-men-slim-fit-jeans/p/13291882
12726233,Styli,Cotton Stretch Balloon Fit Jeans,"₹1,122",https://www.nykaafashion.com/styli-cotton-stretch-balloon-fit-jeans/p/12726233
13094590,U.S. POLO ASSN.,Stone Wash Connor Bootcut Jeans,"₹2,590",https://www.nykaafashion.com/u-s-polo-assn-stone-wash-connor-bootcut-jeans/p/13094590
13316231,Campus Sutra,Mens Light Blue Utility Cargo Denim Jeans,"₹1,260",https://www.nykaafashion.com/campus-sutra-mens-light-blue-utility-cargo-denim-jeans/p/13316231
13682830,Off Duty India,Light Blue Craftsman Cargo Jeans Light Blue,"₹1,999",https://www.nykaafashion.com/off-duty-india-blue-solid-mid-waist-cargo-pocket-wide-leg-jeans/p/13682830
13291470,American Eagle,Men Blue Airflex Slim Straight Jean,"₹2,400",https://www.nykaafashion.com/american-eagle-men-blue-airflex-slim-straight-jean/p/13291470
7015862,Spykar,Light Blue Cotton Slim Fit Tapered Length Jeans for Men (kano),"₹1,989",https://www.nykaafashion.com/spykar-light-blue-cotton-slim-fit-tapered-length-jeans-for-men-kano/p/7015862
14365129,Thomas Scott,Men Classic Regular Fit Stretchable Jeans,"₹1,645",https://www.nykaafashion.com/thomas-scott-men-classic-regular-fit-stretchable-jeans/p/14365129
10812893,Louis Philippe,Mens Green Dark Smart Fit Jeans,"₹1,947",https://www.nykaafashion.com/louis-philippe-mens-green-dark-smart-fit-jeans/p/10812893
13389450,Jack & Jones,Navy Blue Slim Fit Stretch Jeans,"₹1,080",https://www.nykaafashion.com/jack-jones-navy-blue-slim-fit-stretch-jeans/p/13389450
11967877,Styli,Balloon Fit Jeans With Pockets Black,"₹1,499",https://www.nykaafashion.com/styli-balloon-fit-jeans-with-pockets-black/p/11967877
13291866,Levi's,Men 511 Slim Fit Stretchable Mid-Rise Jeans,"₹4,235",https://www.nykaafashion.com/levi-s-men-511-slim-fit-stretchable-mid-rise-jeans/p/13291866
14379502,American Eagle,Men Navy Blue Air Flex + Slim Jeans,"₹5,999",https://www.nykaafashion.com/american-eagle-men-navy-blue-air-flex-slim-jeans/p/14379502
13682824,Off Duty India,Army Green Baggy Fit Straight Leg Jeans Green,"₹1,650",https://www.nykaafashion.com/off-duty-india-green-solid-mid-waist-basic-4-pocket-wide-leg-jeans/p/13682824
10284644,Campus Sutra,Men Classic Black Regular Fit Denim Jeans,₹792,https://www.nykaafashion.com/campus-sutra-mens-black-solid-denim-jeans/p/10284644
5800454,U.S. POLO ASSN.,Men Blue Brandon Slim Tapered Fit Mid Rise Jeans,"₹2,040",https://www.nykaafashion.com/u-s-polo-assn-men-blue-brandon-slim-tapered-fit-mid-rise-jeans/p/5800454
10054523,Spykar,Men Mid Blue Cotton Comfort Fit Narrow Length Jeans (Trooper Fit),"₹1,980",https://www.nykaafashion.com/spykar-men-mid-blue-cotton-comfort-fit-narrow-length-jeans-trooper-fit/p/10054523
13389423,Jack & Jones,Blue Slim Fit Stretch Jeans,₹880,https://www.nykaafashion.com/jack-jones-blue-slim-fit-stretch-jeans/p/13389423
12583856,Pepe Jeans,Grey Vapour Slim Fit Mid Waist Jeans,"₹3,600",https://www.nykaafashion.com/pepe-jeans-grey-vapour-slim-fit-mid-waist-jeans/p/12583856
8573099,Louis Philippe,Blue Jeans,"₹1,770",https://www.nykaafashion.com/louis-philippe-blue-jeans/p/8573099
12610269,Levi's,Men's 501 White Regular Fit Jeans,"₹3,826",https://www.nykaafashion.com/levi-s-men-s-501-white-regular-fit-jeans/p/12610269
14387357,Campus Sutra,Mens Prussian Blue Panel Patch Pocket Denim Jeans,"₹2,799",https://www.nykaafashion.com/campus-sutra-mens-prussian-blue-panel-patch-pocket-denim-jeans/p/14387357
11967876,Styli,Slim Fit Cargo Jeans With Panel Detail Blue,"₹1,480",https://www.nykaafashion.com/styli-slim-fit-cargo-jeans-with-panel-detail-blue/p/11967876
13151756,Off Duty India,Storm Grey Wash Distress Baggy Fit Jeans - Grey,"₹1,521",https://www.nykaafashion.com/off-duty-india-storm-grey-wash-distress-baggy-fit-jeans-grey/p/13151756
12610225,Levi's,Men's 512 Dark Blue Slim Tapered Fit Jeans,"₹3,190",https://www.nykaafashion.com/levi-s-men-s-512-dark-blue-slim-tapered-fit-jeans/p/12610225
5678061,Campus Sutra,Men Solid Stylish Casual Denim Jeans,₹792,https://www.nykaafashion.com/campus-sutra-men-solid-stylish-casual-denim-jeans/p/5678061
6532003,Campus Sutra,Men Solid Stylish Casual Denim Jeans,₹770,https://www.nykaafashion.com/campus-sutra-men-solid-stylish-casual-denim-jeans/p/6532003
13682821,Off Duty India,Khaki Baggy Fit Straight Leg Jeans Khaki,"₹1,650",https://www.nykaafashion.com/off-duty-india-khaki-solid-mid-waist-slant-pocket-wide-leg-jeans/p/13682821
8952685,Spykar,Men Mid Blue Cotton Regular Fit Narrow Length Jeans,"₹1,806",https://www.nykaafashion.com/spykar-men-mid-blue-cotton-regular-fit-narrow-length-jeans/p/8952685
13188927,American Eagle,Men Blue Relaxed Straight Jeans,"₹3,225",https://www.nykaafashion.com/american-eagle-men-blue-relaxed-straight-jeans/p/13188927
9279986,U.S. Polo Assn. Denim Co.,Brandon Slim Tapered Fit Jeans,"₹2,244",https://www.nykaafashion.com/u-s-polo-assn-denim-co-brandon-slim-tapered-fit-jeans/p/9279986
13389445,Jack & Jones,Navy Blue Regular Fit Non Stretch Jeans,₹880,https://www.nykaafashion.com/jack-jones-navy-blue-regular-fit-non-stretch-jeans/p/13389445
13291882,Levi's,Men Slim Fit Jeans,"₹1,760",https://www.nykaafashion.com/levi-s-men-slim-fit-jeans/p/13291882
12726233,Styli,Cotton Stretch Balloon Fit Jeans,"₹1,122",https://www.nykaafashion.com/styli-cotton-stretch-balloon-fit-jeans/p/12726233
13094590,U.S. POLO ASSN.,Stone Wash Connor Bootcut Jeans,"₹2,590",https://www.nykaafashion.com/u-s-polo-assn-stone-wash-connor-bootcut-jeans/p/13094590
13316231,Campus Sutra,Mens Light Blue Utility Cargo Denim Jeans,"₹1,260",https://www.nykaafashion.com/campus-sutra-mens-light-blue-utility-cargo-denim-jeans/p/13316231
13682830,Off Duty India,Light Blue Craftsman Cargo Jeans Light Blue,"₹1,999",https://www.nykaafashion.com/off-duty-india-blue-solid-mid-waist-cargo-pocket-wide-leg-jeans/p/13682830
13291470,American Eagle,Men Blue Airflex Slim Straight Jean,"₹2,400",https://www.nykaafashion.com/american-eagle-men-blue-airflex-slim-straight-jean/p/13291470
7015862,Spykar,Light Blue Cotton Slim Fit Tapered Length Jeans for Men (kano),"₹1,989",https://www.nykaafashion.com/spykar-light-blue-cotton-slim-fit-tapered-length-jeans-for-men-kano/p/7015862
14365129,Thomas Scott,Men Classic Regular Fit Stretchable Jeans,"₹1,645",https://www.nykaafashion.com/thomas-scott-men-classic-regular-fit-stretchable-jeans/p/14365129
10812893,Louis Philippe,Mens Green Dark Smart Fit Jeans,"₹1,947",https://www.nykaafashion.com/louis-philippe-mens-green-dark-smart-fit-jeans/p/10812893
13389450,Jack & Jones,Navy Blue Slim Fit Stretch Jeans,"₹1,080",https://www.nykaafashion.com/jack-jones-navy-blue-slim-fit-stretch-jeans/p/13389450
11967877,Styli,Balloon Fit Jeans With Pockets Black,"₹1,499",https://www.nykaafashion.com/styli-balloon-fit-jeans-with-pockets-black/p/11967877
13291866,Levi's,Men 511 Slim Fit Stretchable Mid-Rise Jeans,"₹4,235",https://www.nykaafashion.com/levi-s-men-511-slim-fit-stretchable-mid-rise-jeans/p/13291866
